poids(preliminary,1) = 3.204662511748219
poids(additional,1423) = 1.295549791264872
poids(requirements,1423) = 1.2767657445663239
poids(n,1423) = 1.9368813081964247
poids(including,1423) = 1.2916362752899513
poids(special,1423) = 1.266201248088925
poids(case,1423) = 2.054275480900212
poids(rank,1423) = 1.5842820845687
poids(first,1423) = 1.229226456486199
poids(ordinary,1423) = 1.6419696369317967
poids(second,1423) = 1.2727434646135372
poids(yields,1423) = 1.3792072643389877
poids(least,1423) = 1.2832520889047188
poids(squares,1423) = 1.3154847751154106
poids(transformation,1423) = 1.3380952087820894
poids(inv,1423) = 1.5842820845687
poids(advantage,1423) = 1.335721802262988
poids(avoiding,1423) = 1.4107166370423292
poids(loss,1423) = 1.4434324112329904
poids(significance,1423) = 1.4252416663288126
poids(results,1423) = 1.195206459376878
poids(forming,1423) = 1.4839387526807062
poids(product,1423) = 1.3792072643389877
poids(explicitly,1423) = 1.3882668747260865
poids(automatic,1424) = 1.488099940751325
poids(analysis,1424) = 1.8031083411654791
poids(electronic,1424) = 1.8088370871215251
poids(digital,1424) = 2.0037950049414666
poids(circuits,1424) = 2.6428665481693168
poids(using,1424) = 1.354927808448994
poids(list,1424) = 2.5279689021233525
poids(processing,1424) = 1.798797646332658
poids(mapping,1424) = 2.70096666531525
poids(black,1424) = 2.068220837249406
poids(diagrams,1424) = 1.850483332657625
poids(structures,1424) = 1.4921029099089966
poids(described,1424) = 1.301573203908484
poids(together,1424) = 1.6580711967899817
poids(program,1424) = 1.3090177658147093
poids(written,1424) = 1.5397339274132393
poids(control,1424) = 1.4617061920687835
poids(data,1424) = 1.3136754810533702
poids(3600,1424) = 1.9091804190095187
poids(uses,1424) = 1.547456549097248
poids(automatically,1424) = 1.6497966688816375
poids(carry,1424) = 1.9355741676920604
poids(circuit,1424) = 1.8675341734734188
poids(flow,1425) = 2.2351206856419883
poids(diagrams,1425) = 3.5514499979728753
poids(turing,1425) = 3.4228570021540303
poids(machines,1425) = 2.52290601286739
poids(languages,1425) = 1.2783498310210728
poids(two,1425) = 2.0569861875071203
poids(formation,1425) = 1.5321188934795886
poids(rules,1425) = 1.3359235409422747
poids(first,1425) = 1.8252152433503164
poids(part,1425) = 1.6244839341048127
poids(paper,1425) = 1.346881300183025
poids(introduced,1425) = 1.7371738702922506
poids(represent,1425) = 1.4453877812918743
poids(inter,1425) = 1.6057142505385076
poids(al,1425) = 1.5613445006152364
poids(mappings,1425) = 2.0910165028114225
poids(set,1425) = 1.4676931094254682
poids(although,1425) = 1.3530659635835913
poids(every,1425) = 1.8431009994960652
poids(diagram,1425) = 1.5321188934795886
poids(decomposable,1425) = 1.6057142505385076
poids(finite,1425) = 1.3724479661852025
poids(number,1425) = 1.2028661627155854
poids(given,1425) = 1.5703588353003286
poids(base,1425) = 1.774996313338082
poids(becomes,1425) = 1.4500840004617788
poids(true,1425) = 1.492859964450795
poids(semantical,1425) = 1.640932502349644
poids(level,1425) = 1.30201146256293
poids(due,1425) = 1.4326539653179988
poids(suitable,1425) = 1.3744448103665228
poids(extension,1425) = 1.3484529027698526
poids(basic,1425) = 1.3002742267259115
poids(defined,1425) = 1.3112605001534574
poids(normalization,1425) = 1.5807265032168476
poids(methods,1425) = 1.2500840004617788
poids(three,1425) = 1.2912948969484037
poids(second,1425) = 1.9818764726087341
poids(method,1425) = 1.18292558007714
poids(applied,1425) = 1.30113850148244
poids(theory,1425) = 1.3667189298952964
poids(machine,1425) = 1.7977607490139111
poids(provided,1425) = 1.3426601635827893
poids(way,1425) = 1.3284739294583487
poids(half,1425) = 1.4117068952139962
poids(tape,1425) = 1.7192489325257054
poids(associated,1425) = 1.3469680991540112
poids(similar,1425) = 1.3412703915917237
poids(essentially,1425) = 1.4500840004617788
poids(job,1425) = 1.4326539653179988
poids(working,1425) = 1.385181782159078
poids(obtained,1425) = 1.3112605001534574
poids(one,1425) = 1.20513711289101
poids(interspersing,1425) = 1.70113850148244
poids(alternate,1425) = 1.510289999594575
poids(blank,1425) = 1.70113850148244
poids(squares,1425) = 1.3785817301384928
poids(new,1425) = 1.2342477512522538
poids(belongs,1425) = 1.6057142505385076
poids(family,1425) = 2.3651461516203556
poids(elsewhere,1425) = 1.5807265032168476
poids(generated,1425) = 1.3667189298952964
poids(composition,1425) = 1.460314504951255
poids(iteration,1425) = 1.4250962531401188
poids(l,1425) = 1.4659202496713037
poids(r,1425) = 1.4287929342789214
poids(proper,1425) = 1.4409325023496438
poids(subfamily,1425) = 1.70113850148244
poids(whole,1425) = 1.50113850148244
poids(simulation,1426) = 1.3979696637571208
poids(hospital,1426) = 3.2714284395194033
poids(admission,1426) = 4.5056925074122
poids(policy,1426) = 2.0917366063391407
poids(study,1426) = 1.3953533053375797
poids(described,1426) = 1.226179902931363
poids(simulates,1426) = 1.681885314257139
poids(different,1426) = 1.3854761700166611
poids(policies,1426) = 2.9519518903151925
poids(large,1426) = 1.3156636146814764
poids(specialized,1426) = 1.62642312685305
poids(objective,1426) = 1.5626050005772236
poids(determine,1426) = 1.4680560129581535
poids(better,1426) = 1.5001356322730737
poids(stabilization,1426) = 1.87642312685305
poids(census,1426) = 1.7571428131731344
poids(rates,1426) = 3.391749155105363
poids(maintaining,1426) = 1.616074955563494
poids(reasonably,1426) = 1.637862499493219
poids(full,1426) = 1.4935533975924862
poids(types,1426) = 1.412090002745233
poids(examined,1426) = 1.4538741068459216
poids(based,1426) = 1.310218671100666
poids(percentages,1426) = 1.87642312685305
poids(discharge,1426) = 3.6292693805591503
poids(plus,1426) = 1.5458683031695704
poids(minus,1426) = 1.7571428131731344
poids(constant,1426) = 1.5146336190174952
poids(fixed,1426) = 1.4453541594528527
poids(authorizations,1426) = 1.87642312685305
poids(independent,1426) = 1.4355661284623156
poids(last,1426) = 1.5898911179334905
poids(type,1426) = 1.40339947618043
poids(produced,1426) = 1.4967946418835782
poids(stable,1426) = 1.5979372887763408
poids(simulated,1426) = 1.5688108965084815
poids(results,1426) = 1.2928096890653173
poids(put,1426) = 1.681885314257139
poids(practice,1426) = 1.616074955563494
poids(improvements,1426) = 1.5511656279370547
poids(realized,1426) = 1.616074955563494
poids(simulation,1427) = 2.0612524366856553
poids(radioisotope,1427) = 4.204662511748219
poids(scans,1427) = 3.0190475017950247
poids(computer,1427) = 1.486478784188554
poids(scanning,1427) = 1.8675341734734188
poids(field,1427) = 1.6143115585768752
poids(assuming,1427) = 1.8352308358040665
poids(increasing,1427) = 1.7278244042260935
poids(importance,1427) = 1.7146548904648689
poids(medical,1427) = 1.886864822465981
poids(diagnosis,1427) = 1.850483332657625
poids(scan,1427) = 2.5730429811559743
poids(two,1427) = 1.35232872916904
poids(dimensional,1427) = 1.6174933312122854
poids(pattern,1427) = 1.6419696369317967
poids(made,1427) = 1.4639163850351211
poids(dots,1427) = 2.1685641691374
poids(areas,1427) = 2.352380835128358
poids(increased,1427) = 2.4293097809297377
poids(source,1427) = 1.602240834358727
poids(activity,1427) = 1.7146548904648689
poids(represented,1427) = 1.6419696369317967
poids(dot,1427) = 1.9678775053614124
poids(density,1427) = 1.8088370871215251
poids(study,1427) = 1.527137740450106
poids(output,1427) = 2.5372095588582653
poids(scanners,1427) = 2.0095237508975123
poids(various,1427) = 1.4779368333686915
poids(characteristics,1427) = 1.5556144722249816
poids(program,1427) = 1.6180355316294184
poids(simulates,1427) = 1.9091804190095187
poids(written,1427) = 1.5397339274132393
poids(pdp,1427) = 1.7972497183684544
poids(1,1427) = 1.4451435973390807
poids(auxiliary,1427) = 1.767190841585425
poids(disk,1427) = 1.6861781586899935
poids(storage,1427) = 1.396574053985094
poids(cathode,1427) = 1.9091804190095187
poids(ray,1427) = 1.8088370871215251
poids(tube,1427) = 1.9678775053614124
poids(display,1427) = 1.6174933312122854
poids(past,1427) = 1.767190841585425
poids(present,1427) = 1.537865968240573
poids(research,1427) = 1.5782801652566851
poids(using,1427) = 1.354927808448994
poids(simulator,1427) = 1.886864822465981
poids(shown,1427) = 1.4044788120185747
poids(flexibility,1427) = 1.734887503916073
poids(system,1427) = 1.5343613270482672
poids(important,1427) = 1.537865968240573
poids(structure,1427) = 1.4294028543994313
poids(useful,1427) = 1.5556144722249816
poids(quantum,1427) = 1.850483332657625
poids(limited,1427) = 1.596563054592467
poids(shock,1428) = 3.3371283382748
poids(iii,1428) = 3.359564471733962
poids(computer,1428) = 1.486478784188554
poids(system,1428) = 1.5343613270482672
poids(aid,1428) = 1.6458302611150684
poids(management,1428) = 1.6081504233455375
poids(critically,1428) = 2.9357550107228247
poids(patients,1428) = 3.3371283382748
poids(online,1428) = 1.7423129688197903
poids(digital,1428) = 1.5018975024707333
poids(assist,1428) = 1.8352308358040665
poids(physician,1428) = 2.068220837249406
poids(nurse,1428) = 2.1685641691374
poids(paramedical,1428) = 2.1685641691374
poids(personnel,1428) = 1.9355741676920604
poids(monitoring,1428) = 1.8675341734734188
poids(reporting,1428) = 1.9678775053614124
poids(ill,1428) = 2.0095237508975123
poids(described,1428) = 1.301573203908484
poids(matrix,1429) = 1.6813388535790526
poids(reduction,1429) = 1.9935892837671563
poids(using,1429) = 1.2661958563367457
poids(hungarian,1429) = 2.7528462537061
poids(method,1429) = 1.914627900385701
poids(generation,1429) = 1.8302972336989716
poids(school,1429) = 1.5979372887763408
poids(timetables,1429) = 1.7571428131731344
poids(application,1429) = 1.3539468489932005
poids(kuhn,1429) = 1.87642312685305
poids(problem,1429) = 1.2600774139909454
poids(needed,1429) = 1.4655599577315033
poids(gotlieb,1429) = 1.7016806257690453
poids(timetable,1429) = 1.7016806257690453
poids(described,1429) = 1.226179902931363
poids(suited,1429) = 1.5626050005772236
poids(hand,1429) = 1.5313703164251486
poids(computer,1429) = 1.1824295440707078
poids(calculation,1429) = 1.4453541594528527
poids(devices,1429) = 1.4967946418835782
poids(improve,1429) = 1.5626050005772236
poids(efficiency,1429) = 1.4199044261778435
poids(basic,1429) = 1.3753427834073895
poids(algorithm,1429) = 1.1071720451547125
poids(discussed,1429) = 1.265411927873531
poids(multiple,1430) = 1.4283252044784867
poids(precision,1430) = 2.4712183472964435
poids(floating,1430) = 2.5557465574399094
poids(point,1430) = 2.1325429846109873
poids(conversion,1430) = 2.815496427383686
poids(decimal,1430) = 3.226938906459371
poids(binary,1430) = 2.6544341586931246
poids(vice,1430) = 2.7528462537061
poids(versa,1430) = 2.7528462537061
poids(often,1430) = 1.4474222909443502
poids(performed,1430) = 1.4732271626731162
poids(using,1430) = 1.5323917126734912
poids(table,1430) = 2.2646114289027484
poids(powers,1430) = 1.7016806257690453
poids(10,1430) = 3.143964671394607
poids(ia,1430) = 1.87642312685305
poids(positive,1430) = 1.5359911678486518
poids(integer,1430) = 1.4873475016612283
poids(converting,1430) = 2.1252100011544472
poids(base,1430) = 2.937490783345205
poids(2,1430) = 1.707893697986401
poids(coefficient,1430) = 1.62642312685305
poids(polynomial,1430) = 1.412090002745233
poids(approximation,1430) = 1.4786569750964254
poids(x,1430) = 1.8463895753846722
poids(0,1430) = 1.5458683031695704
poids(1,1430) = 1.3338576980043106
poids(tables,1430) = 1.4283252044784867
poids(occupy,1430) = 1.8011656279370547
poids(large,1430) = 1.3156636146814764
poids(storage,1430) = 1.2974305404888207
poids(region,1430) = 1.62642312685305
poids(case,1430) = 1.3953533053375797
poids(nonsingle,1430) = 1.87642312685305
poids(paper,1430) = 1.2168008126143905
poids(shows,1430) = 1.503582703394482
poids(single,1430) = 1.410592411822936
poids(small,1430) = 1.390302458815508
poids(suffices,1430) = 1.8011656279370547
poids(useful,1430) = 1.416710854168736
poids(storage,1431) = 2.1897221619552822
poids(mapping,1431) = 3.5514499979728753
poids(function,1431) = 2.217890777481974
poids(data,1431) = 1.9410264431601107
poids(structures,1431) = 2.4763087297269903
poids(basic,1431) = 1.7506855668147787
poids(facts,1431) = 2.451816258042119
poids(certain,1431) = 1.679782235866981
poids(reviewed,1431) = 2.0627406328502973
poids(efficient,1431) = 1.6892938545236962
poids(algorithm,1431) = 1.214344090309425
poids(presented,1431) = 1.4623837658682903
poids(constructing,1431) = 2.0292672380349903
poids(structure,1431) = 2.288208563198294
poids(definition,1431) = 1.9122256350183064
poids(incorporation,1432) = 1.7016806257690453
poids(nonstandard,1432) = 3.1777243870631784
poids(input,1432) = 1.6958745775526816
poids(output,1432) = 2.5372095588582653
poids(devices,1432) = 1.4967946418835782
poids(fortran,1432) = 1.7096663383687258
poids(systems,1432) = 1.2508163468569418
poids(system,1432) = 1.2003854976431003
poids(may,1432) = 1.3022568292876673
poids(readily,1432) = 1.5979372887763408
poids(modified,1432) = 1.4538741068459216
poids(handle,1432) = 1.5313703164251486
poids(media,1432) = 2.7528462537061
poids(basis,1432) = 1.4374544129349272
poids(handles,1432) = 1.7016806257690453
poids(standard,1432) = 1.3566278153411437
poids(done,1432) = 1.5408174566474986
poids(providing,1432) = 1.5185821858133033
poids(character,1432) = 1.443324686897308
poids(handling,1432) = 1.4759081290210594
poids(subroutine,1432) = 1.5359911678486518
poids(suited,1432) = 1.5626050005772236
poids(medium,1432) = 1.5824003120891297
poids(arranged,1432) = 1.650650630105064
poids(called,1432) = 1.3979696637571208
poids(otherwise,1432) = 1.637862499493219
poids(unused,1432) = 1.87642312685305
poids(statement,1432) = 1.5269381246850406
poids(type,1432) = 1.40339947618043
poids(unit,1432) = 1.5408174566474986
poids(number,1432) = 1.253582703394482
poids(method,1432) = 1.2286569750964251
poids(used,1432) = 1.24581206847647
poids(control,1432) = 1.3462796440515876
poids(alphanumeric,1432) = 1.650650630105064
poids(information,1432) = 1.2850511306303252
poids(digital,1432) = 1.37642312685305
poids(graph,1432) = 1.4607336689326564
poids(plotter,1432) = 1.62642312685305
poids(note,1433) = 1.8067989523608599
poids(linear,1433) = 2.3984825377643317
poids(programming,1433) = 1.974213590369945
poids(algorithm,1433) = 1.214344090309425
poids(design,1433) = 2.2803832256863372
poids(combinatorial,1433) = 2.0917366063391407
poids(problem,1433) = 2.0403096559637817
poids(models,1433) = 1.9412216085071499
poids(grow,1433) = 2.5142856263462687
poids(bigger,1433) = 4.204662511748219
poids(size,1433) = 1.7757249989864377
poids(much,1433) = 1.867420247885028
poids(actual,1433) = 2.0371643716266066
poids(data,1433) = 1.9410264431601107
poids(must,1433) = 1.783086627396791
poids(memorized,1433) = 2.7528462537061
poids(often,1433) = 1.8948445818887003
poids(put,1433) = 2.363770628514278
poids(magnetic,1433) = 2.0917366063391407
poids(tape,1433) = 2.798122331314264
poids(disk,1433) = 2.0292672380349903
poids(consequently,1433) = 2.363770628514278
poids(improportionality,1433) = 2.7528462537061
poids(fast,1433) = 1.856650408956973
poids(rise,1433) = 2.4033612515380907
poids(consumption,1433) = 2.7528462537061
poids(computer,1433) = 1.729718176282831
poids(time,1433) = 1.4612468667217886
poids(cut,1433) = 2.4033612515380907
poids(expense,1433) = 2.5142856263462687
poids(ever,1433) = 2.4033612515380907
poids(increasing,1433) = 2.0917366063391407
poids(effort,1433) = 3.090719159441382
poids(made,1433) = 1.6958745775526816
poids(efficient,1433) = 2.3785877090473924
poids(algorithms,1433) = 1.6169254504378505
poids(paper,1433) = 1.8672032504575626
poids(meant,1433) = 2.5142856263462687
poids(support,1433) = 2.081634913294997
poids(attempted,1433) = 2.301301260210128
poids(find,1433) = 1.9808122315309622
poids(characteristics,1433) = 1.8334217083374722
poids(way,1433) = 2.642369647291744
poids(pivot,1433) = 2.5142856263462687
poids(column,1433) = 2.213255630682288
poids(found,1433) = 2.699512533428313
poids(number,1433) = 2.0143308135779274
poids(repetitions,1433) = 3.727541257028556
poids(certain,1433) = 1.679782235866981
poids(transfer,1433) = 2.1648006241782594
poids(core,1433) = 1.9361120259163067
poids(memory,1433) = 1.6829067105054818
poids(considered,1433) = 1.7361343759626253
poids(simplification,1433) = 2.2528462537061
poids(restated,1433) = 2.7528462537061
