(preliminary,1) -> 3.204662511748219
(intermediate,1392) -> 1.5753931311890688
(swell,1392) -> 1.87642312685305
(order,1392) -> 1.3462796440515876
(minimize,1392) -> 1.5458683031695704
(core,1392) -> 1.4680560129581535
(storage,1392) -> 1.2974305404888207
(requirements,1392) -> 1.4151486168494858
(although,1392) -> 1.441332454479489
(many,1392) -> 1.3338576980043106
(details,1392) -> 1.5313703164251486
(presented,1392) -> 1.2311918829341453
(attempt,1392) -> 1.5108236273783109
(made,1392) -> 1.3479372887763408
(stress,1392) -> 1.7571428131731344
(principles,1392) -> 1.5626050005772236
(ideas,1392) -> 1.5226797898603455
(general,1392) -> 1.2869394151029365
(relevance,1392) -> 1.7571428131731344
(manipulating,1392) -> 1.5898911179334905
(expressions,1392) -> 1.4136085396732812
(pm,1393) -> 4.5056925074122
(system,1393) -> 1.8015419905724008
(polynomial,1393) -> 1.6593440043923726
(manipulation,1393) -> 1.6569478589166977
(ibm,1393) -> 1.3055937804246704
(7094,1393) -> 1.460314504951255
(program,1393) -> 1.1854106594888256
(formal,1393) -> 1.7030017921623999
(polynomials,1393) -> 1.7409919974547425
(number,1393) -> 1.2028661627155854
(variables,1393) -> 1.3142388112337264
(integral,1393) -> 1.3613445006152363
(coefficients,1393) -> 1.3744448103665228
(unrestricted,1393) -> 1.5455082514057112
(size,1393) -> 1.3102899995945751
(operations,1393) -> 1.2875013291332076
(performed,1393) -> 1.3785817301384928
(sums,1393) -> 1.492859964450795
(differences,1393) -> 1.4250962531401188
(products,1393) -> 1.5205205040840513
(quotients,1393) -> 1.70113850148244
(derivatives,1393) -> 1.4659202496713037
(substitutions,1393) -> 1.70113850148244
(greater,1393) -> 1.4215504997480326
(common,1393) -> 1.6853203271655786
(divisors,1393) -> 1.5613445006152364
(based,1393) -> 1.2481749368805328
(refco,1393) -> 1.70113850148244
(iii,1393) -> 1.4719128943467923
(list,1393) -> 1.3055937804246704
(processing,1393) -> 1.2396392938997973
(described,1393) -> 1.3618878446901808
(compared,1393) -> 1.6522524976082
(lisp,1393) -> 1.3974357135068625
(slip,1393) -> 1.5613445006152364
(systems,1393) -> 1.2006530774855535
(subroutines,1393) -> 1.3923248926123848
(arithmetic,1393) -> 1.322719580944344
(large,1393) -> 1.2525308917451812
(integers,1393) -> 1.460314504951255
(constituting,1393) -> 1.70113850148244
(independently,1393) -> 1.492859964450795
(useful,1393) -> 1.333368683334989
(subsystem,1393) -> 1.5321188934795886
(alpak,1393) -> 1.70113850148244
(several,1393) -> 1.2587009806016485
(respects,1393) -> 1.5455082514057112
(including,1393) -> 1.3499635303479418
(choice,1393) -> 1.4057142505385074
(canonical,1393) -> 1.5321188934795886
(forms,1393) -> 1.4287929342789214
(new,1393) -> 1.2342477512522538
(algorithm,1393) -> 1.08573763612377
(greatest,1393) -> 1.492859964450795
(divisor,1393) -> 1.492859964450795
(calculation,1393) -> 1.356283327562282
(mentioned,1393) -> 1.4783498310210725
(exaples,1393) -> 1.70113850148244
(included,1393) -> 1.3412703915917237
(illustrate,1393) -> 1.4215504997480326
(superiority,1393) -> 1.5807265032168476
(computation,1394) -> 1.72630703196439
(algebraic,1394) -> 2.8335946494764825
(properties,1394) -> 1.8272170793465623
(elementary,1394) -> 2.9616244630619244
(particle,1394) -> 4.5056925074122
(reactions,1394) -> 2.4033612515380907
(using,1394) -> 1.5323917126734912
(digital,1394) -> 1.7528462537061
(computer,1394) -> 1.729718176282831
(large,1394) -> 1.6313272293629528
(number,1394) -> 1.5071654067889637
(calculations,1394) -> 3.250420002308894
(high,1394) -> 1.7986037442667753
(energy,1394) -> 2.451816258042119
(physics,1394) -> 2.3302972336989716
(involve,1394) -> 2.301301260210128
(manipulation,1394) -> 1.821184823645872
(complicated,1394) -> 2.1507862623781375
(expressions,1394) -> 1.8272170793465623
(containing,1394) -> 1.9935892837671563
(tensor,1394) -> 2.3302972336989716
(noncommutative,1394) -> 2.7528462537061
(matrix,1394) -> 1.6813388535790526
(quantities,1394) -> 2.213255630682288
(many,1394) -> 1.6677153960086213
(take,1394) -> 2.0292672380349903
(several,1394) -> 1.646752451504121
(months,1394) -> 3.6026025204202563
(complete,1394) -> 1.863770628514278
(although,1394) -> 1.882664908958978
(operations,1394) -> 1.7187533228330192
(involved,1394) -> 2.007165406788964
(follow,1394) -> 2.451816258042119
(straightforward,1394) -> 2.179782235866981
(rules,1394) -> 1.8398088523556868
(paper,1394) -> 1.4336016252287813
(program,1394) -> 1.463526648722064
(described,1394) -> 1.4523598058627258
(developed,1394) -> 1.6507862623781375
(lisp,1394) -> 1.9935892837671563
(solving,1394) -> 1.907748213691843
(problems,1394) -> 2.1573876443640394
(manner,1394) -> 2.0002712645461473
(encountered,1394) -> 2.1252100011544472
(outlined,1394) -> 3.0005425290922942
(representation,1394) -> 1.8067989523608599
(discussed,1394) -> 1.530823855747062
(present,1394) -> 2.6135979047217197
(six,1394) -> 2.1507862623781375
(human,1394) -> 2.007165406788964
(work,1394) -> 1.8096008911198591
(takes,1394) -> 2.1507862623781375
(less,1394) -> 1.8948445818887003
(fifteen,1394) -> 2.5142856263462687
(minutes,1394) -> 2.4033612515380907
(ibm,1394) -> 1.7639844510616762
(7090,1394) -> 2.0627406328502973
(limitations,1394) -> 2.1134694532296856
(system,1394) -> 1.4007709952862004
(future,1394) -> 1.9214673378653129
(plans,1394) -> 2.4033612515380907
(also,1394) -> 1.5701022612606503
(implementation,1395) -> 1.534172316806897
(ambit,1395) -> 4.5056925074122
(language,1395) -> 1.6145499273459372
(symbol,1395) -> 1.3923248926123848
(manipulation,1395) -> 1.3284739294583487
(brief,1395) -> 1.4287929342789214
(description,1395) -> 1.3238403564479437
(given,1395) -> 1.3802392235335523
(technique,1395) -> 1.2453877812918743
(replacement,1395) -> 1.460314504951255
(rule,1395) -> 1.3829255800771403
(programming,1395) -> 1.1948427180739891
(algorithm,1395) -> 1.17147527224754
(scan,1395) -> 1.4719128943467923
(example,1395) -> 1.3074419117716531
(application,1395) -> 1.2831574791945604
(applicable,1395) -> 1.3648902540073227
(members,1395) -> 1.4719128943467923
(family,1395) -> 1.4550487172067852
(string,1395) -> 1.37648864340286
(transformation,1395) -> 1.4057142505385074
(languages,1395) -> 1.2783498310210728
(member,1395) -> 1.6057142505385076
(provides,1395) -> 1.3162826442700637
(rationale,1395) -> 1.640932502349644
(design,1395) -> 1.2560766451372674
(survey,1396) -> 2.0142856263462687
(formula,1396) -> 3.1077524987401626
(manipulation,1396) -> 2.642369647291744
(field,1396) -> 1.9214673378653129
(surveyed,1396) -> 2.5142856263462687
(particular,1396) -> 1.7321499111269876
(attention,1396) -> 2.1023312558741094
(specific,1396) -> 2.8429346757306257
(capabilities,1396) -> 2.937490783345205
(differentiation,1396) -> 2.1648006241782594
(integration,1396) -> 1.8430742859351656
(supporting,1396) -> 2.3302972336989716
(simplification,1396) -> 2.2528462537061
(displays,1396) -> 2.3302972336989716
(input,1396) -> 1.6958745775526816
(output,1396) -> 1.7686047794291326
(editing,1396) -> 2.081634913294997
(precision,1396) -> 1.9808122315309622
(arithmetic,1396) -> 1.8067989523608599
(general,1396) -> 1.573878830205873
(systems,1396) -> 1.5016326937138837
(batch,1396) -> 2.0917366063391407
(online,1396) -> 2.1134694532296856
(described,1396) -> 1.4523598058627258
(finally,1396) -> 1.9122256350183064
(programs,1396) -> 1.546196371665474
(solve,1396) -> 2.0216472547566218
(applications,1396) -> 1.7361343759626253
(discussed,1396) -> 1.530823855747062
(proceedings,1397) -> 1.8011656279370547
(acm,1397) -> 2.4359709252892756
(symposium,1397) -> 2.4033612515380907
(symbolic,1397) -> 2.4444316830965427
(algebraic,1397) -> 2.8335946494764825
(manipulation,1397) -> 2.642369647291744
(brought,1397) -> 1.7259081290210594
(together,1397) -> 1.4935533975924862
(four,1397) -> 1.449530582828566
(hundred,1397) -> 1.681885314257139
(people,1397) -> 1.5979372887763408
(interested,1397) -> 1.650650630105064
(programming,1397) -> 1.2435533975924862
(languages,1397) -> 1.3479372887763408
(designed,1397) -> 1.387862499493219
(formulas,1397) -> 1.490406115765481
(symbol,1397) -> 1.490406115765481
(strings,1397) -> 1.4453541594528527
(applications,1397) -> 1.3680671879813127
(algorithms,1397) -> 1.3084627252189254
(implementation,1397) -> 1.3338576980043106
(twenty,1397) -> 1.8011656279370547
(eight,1397) -> 1.6651486168494858
(papers,1397) -> 1.5979372887763408
(presented,1397) -> 1.2311918829341453
(followed,1397) -> 1.606627815341144
(lively,1397) -> 1.8011656279370547
(panel,1397) -> 1.7016806257690453
(discussion,1397) -> 1.4583986623691207
(future,1397) -> 1.4607336689326564
(directions,1397) -> 1.5979372887763408
(evening,1397) -> 1.87642312685305
(meetings,1397) -> 1.7016806257690453
(arranged,1397) -> 1.650650630105064
(several,1397) -> 1.3233762257520605
(interest,1397) -> 1.962954455397695
(groups,1397) -> 1.5567347266148428
(conference,1397) -> 2.363770628514278
(sponsored,1397) -> 1.7571428131731344
(special,1397) -> 1.3993018721333876
(committee,1397) -> 2.0917366063391407
(program,1397) -> 1.231763324361032
(consisted,1397) -> 1.7016806257690453
(chairman,1397) -> 1.7016806257690453
(jean,1397) -> 1.8011656279370547
(e,1397) -> 1.8398088523556868
(sammet,1397) -> 1.8011656279370547
(paul,1397) -> 1.8011656279370547
(abrahams,1397) -> 1.87642312685305
(thomas,1397) -> 1.7571428131731344
(cheatham,1397) -> 1.87642312685305
(max,1397) -> 1.7016806257690453
(goldstein,1397) -> 1.87642312685305
(douglas,1397) -> 1.87642312685305
(mcllroy,1397) -> 1.87642312685305
(arrangements,1397) -> 1.7259081290210594
(made,1397) -> 1.3479372887763408
(lewis,1397) -> 1.7571428131731344
(c,1397) -> 1.5226797898603455
(clapp,1397) -> 1.87642312685305
(daniel,1397) -> 1.8011656279370547
(bobrow,1397) -> 1.8011656279370547
(james,1397) -> 1.87642312685305
(h,1397) -> 1.449530582828566
(griesmer,1397) -> 1.87642312685305
(robert,1397) -> 1.8011656279370547
(w,1397) -> 1.616074955563494
(floyd,1397) -> 1.7016806257690453
(editor,1397) -> 1.637862499493219
(robot,1398) -> 2.7528462537061
(data,1398) -> 1.4705132215800554
(screening,1398) -> 2.7528462537061
(solution,1398) -> 2.285584419372145
(multivariate,1398) -> 4.204662511748219
(type,1398) -> 2.6135979047217197
(problems,1398) -> 1.5786938221820197
(biological,1398) -> 3.660594467397943
(social,1398) -> 3.464299822253975
(sciences,1398) -> 3.5056925074122
(new,1398) -> 1.5856193781306347
(approach,1398) -> 2.464299822253975
(outlined,1398) -> 2.0002712645461473
(toward,1398) -> 2.0002712645461473
(problem,1398) -> 1.5201548279818908
(found,1398) -> 1.8497562667141565
(usually,1398) -> 1.9871067951849724
(well,1398) -> 2.426511261364575
(medicine,1398) -> 2.4033612515380907
(uses,1398) -> 1.821184823645872
(logical,1398) -> 1.899061165657132
(rather,1398) -> 1.8787522402029997
(statistical,1398) -> 1.9464543253462323
(criterion,1398) -> 2.213255630682288
(variables,1398) -> 2.5711940561686326
(grouped,1398) -> 2.5142856263462687
(deterministic,1398) -> 2.2528462537061
(model,1398) -> 1.704391247202072
(algorithm,1398) -> 1.214344090309425
(developed,1398) -> 1.6507862623781375
(kept,1398) -> 2.301301260210128
(analysis,1398) -> 1.6023312558741094
(others,1398) -> 2.1252100011544472
(eliminated,1398) -> 2.1958745775526816
(criteria,1398) -> 1.9935892837671563
(acceptance,1398) -> 2.5142856263462687
(variable,1398) -> 1.8531759789793092
(termination,1398) -> 2.2528462537061
(searching,1398) -> 1.9808122315309622
(process,1398) -> 1.704391247202072
(derived,1398) -> 1.8430742859351656
(information,1398) -> 1.5701022612606503
(theory,1398) -> 1.9167973247382413
(top,1399) -> 2.1252100011544472
(bottom,1399) -> 2.301301260210128
(recognition,1399) -> 3.043294509513244
(left,1399) -> 3.5056925074122
(recursion,1399) -> 3.183473212678281
(procedure,1399) -> 1.6721622525886126
(given,1399) -> 1.4752990294169406
(obtaining,1399) -> 2.0917366063391407
(structural,1399) -> 2.1507862623781375
(descriptions,1399) -> 2.1023312558741094
(context,1399) -> 1.8749088258698543
(free,1399) -> 1.8497562667141565
(grammar,1399) -> 1.9412216085071499
(performing,1399) -> 2.1134694532296856
(according,1399) -> 2.1023312558741094
(strongly,1399) -> 2.2528462537061
(equivalent,1399) -> 2.0292672380349903
(freegrammar,1399) -> 2.7528462537061
(effect,1399) -> 1.9573139501928505
(allowing,1399) -> 2.1648006241782594
(null,1399) -> 2.5142856263462687
(strings,1399) -> 1.8907083189057055
(rewriting,1399) -> 2.4033612515380907
(rules,1399) -> 1.8398088523556868
(discussed,1399) -> 1.530823855747062
(free,1400) -> 2.699512533428313
(text,1400) -> 2.7896891637774006
(inputs,1400) -> 3.391749155105363
(utility,1400) -> 2.0719823356973035
(routines,1400) -> 1.9871067951849724
(use,1400) -> 1.4808122315309622
(rather,1400) -> 1.8787522402029997
(simple,1400) -> 1.6535177102288887
(techniques,1400) -> 2.2408746844026637
(frequently,1400) -> 2.0142856263462687
(possible,1400) -> 1.7096663383687258
(produce,1400) -> 1.9214673378653129
(program,1400) -> 1.463526648722064
(accept,1400) -> 2.3302972336989716
(discussed,1400) -> 1.530823855747062
(related,1400) -> 1.9361120259163067
(general,1400) -> 1.573878830205873
(tape,1400) -> 1.899061165657132
(manipulation,1400) -> 1.821184823645872
(routine,1400) -> 1.9871067951849724
(quasilinearization,1401) -> 3.9036325160842376
(calculation,1401) -> 2.781416637811411
(eigenvalues,1401) -> 3.183473212678281
(several,1401) -> 2.293504903008242
(eigenvalue,1401) -> 3.727541257028556
(problems,1401) -> 2.1573876443640394
(systems,1401) -> 2.0032653874277675
(ordinary,1401) -> 2.92590891079539
(differential,1401) -> 2.824451270036613
(equations,1401) -> 2.4803866421474297
(considered,1401) -> 2.4722687519252506
(resolved,1401) -> 3.8067225030761813
(computationally,1401) -> 3.275243586033926
(using,1401) -> 2.0647834253469823
(quasilinerization,1401) -> 4.5056925074122
(technique,1401) -> 2.226938906459371
(quadratically,1401) -> 4.5056925074122
(convergent,1401) -> 3.9036325160842376
(successive,1401) -> 3.301572524756275
(approximation,1401) -> 2.914627900385701
(scheme,1401) -> 2.6248789151314087
(related,1401) -> 2.8722240518326134
(newton,1401) -> 3.143964671394607
(raphson,1401) -> 3.727541257028556
(kantorovich,1401) -> 4.5056925074122
(method,1401) -> 1.914627900385701
(partial,1402) -> 1.8002170116369176
(step,1402) -> 1.7797560026579653
(integration,1402) -> 2.6861485718703313
(equation,1402) -> 1.3499635303479418
(derived,1402) -> 1.3372297143740663
(use,1402) -> 1.1923248926123848
(adams,1402) -> 2.281865004699288
(bashforth,1402) -> 1.70113850148244
(method,1402) -> 1.3658511601542804
(differential,1402) -> 1.3648902540073227
(equations,1402) -> 1.296077328429486
(obtaining,1402) -> 1.4366946425356562
(functional,1402) -> 1.4326539653179988
(values,1402) -> 1.3272921575362449
(points,1402) -> 1.6969058055397053
(intermediate,1402) -> 1.460314504951255
(yields,1402) -> 1.4550487172067852
(accuracy,1402) -> 1.3807265032168474
(comparable,1402) -> 1.4719128943467923
(require,1402) -> 1.3724479661852025
(storing,1402) -> 1.460314504951255
(additional,1402) -> 1.3546597495178463
(information,1402) -> 1.2280409045042602
(interpolation,1402) -> 1.4057142505385074
(methods,1402) -> 1.2500840004617788
(method,1403) -> 1.6859709252892756
(finding,1403) -> 1.899061165657132
(smallest,1403) -> 2.3302972336989716
(values,1403) -> 1.818230393840612
(monotonic,1403) -> 4.0285712526925375
(function,1403) -> 1.608945388740987
(defined,1403) -> 2.5563025007672873
(ordered,1403) -> 3.1077524987401626
(sets,1403) -> 1.443324686897308
(positive,1403) -> 2.0719823356973035
(integers,1403) -> 2.1507862623781375
(minimum,1403) -> 1.4474222909443502
(value,1403) -> 1.421537142967583
(increasing,1403) -> 1.5458683031695704
(partially,1403) -> 1.5979372887763408
(set,1403) -> 1.5846163867818353
(assumed,1403) -> 1.5408174566474986
(minimal,1403) -> 1.490406115765481
(points,1403) -> 1.4355661284623156
(observation,1403) -> 1.681885314257139
(used,1403) -> 1.24581206847647
(devise,1403) -> 1.8011656279370547
(efficient,1403) -> 1.3446469272618482
(functional,1403) -> 1.5408174566474986
(functions,1403) -> 1.6677153960086213
(pairs,1403) -> 1.606627815341144
(easily,1403) -> 1.463119998409214
(extended,1403) -> 1.4786569750964254
(include,1403) -> 1.443324686897308
(n,1403) -> 1.3513304905736594
(tuples,1403) -> 1.7259081290210594
(included,1403) -> 1.4265879894896547
(fortran,1403) -> 1.354833169184363
(program,1403) -> 1.231763324361032
(written,1403) -> 1.4048004455599297
(implement,1403) -> 1.5688108965084815
(procedure,1403) -> 1.3360811262943062
(certain,1403) -> 1.3398911179334905
(important,1403) -> 1.40339947618043
(case,1403) -> 1.3953533053375797
(computational,1404) -> 1.4054336155636917
(aspects,1404) -> 1.2007469447862424
(multiple,1404) -> 1.380733515091988
(covariance,1404) -> 2.6131291756023542
(analysis,1404) -> 2.204662511748219
(multifactor,1404) -> 1.7121472248329375
(structure,1404) -> 1.1431342847998105
(procedure,1404) -> 1.1493693894641361
(statistics,1404) -> 1.2426081347420312
(discussed,1404) -> 1.1179608568326804
(reference,1404) -> 1.206915536769557
(variance,1404) -> 1.9614532562622196
(special,1404) -> 1.17746749872595
(operator,1404) -> 1.5314998122456362
(calculus,1404) -> 1.2657499061228181
(developed,1404) -> 1.144619169417364
(hartly,1404) -> 1.3895213897124665
(programming,1404) -> 1.1082459544855494
(experiments,1404) -> 1.1997913701460292
(extended,1404) -> 1.212736433376189
(cover,1404) -> 1.2834944442192082
(extension,1404) -> 1.1935849459832515
(accomplished,1404) -> 1.2621738301926624
(utilizing,1404) -> 1.2834944442192082
(connection,1404) -> 1.2621738301926624
(introducing,1404) -> 1.2784102786013556
(new,1404) -> 1.1301376395845855
(results,1404) -> 1.1301376395845855
(illustrated,1404) -> 1.2091603574460332
